,緯度,經度,圖示,顏色,名稱,碗　　數,得獎菜色,菜　　系,評　　審,地　　址,電　　話,geometry,index_right,TOWNID,TOWNCODE,COUNTYNAME,TOWNNAME,TOWNENG,COUNTYID,COUNTYCODE,縣市,鄉鎮區
272,23.801614,120.459276,<i class='fas fa-utensils'></i>,#198754,西螺黃家九層粿,&#127836; (1碗),粿、米糕、豆腐湯,台式,謝維智,648雲林縣西螺鎮建興路282號,0961 353 332,POINT (120.459276 23.801614),94,P04,10009040,雲林縣,西螺鎮,Xiluo Township,P,10009,雲林縣,西螺鎮
273,23.705918,120.435028,<i class='fas fa-utensils'></i>,#198754,虎尾美貞肉羹麵,&#127836; (1碗),肉羹湯,台式,高靜玉,632雲林縣虎尾鎮中山路23巷2-2號,,POINT (120.435028 23.705918),93,P03,10009030,雲林縣,虎尾鎮,Huwei Township,P,10009,雲林縣,虎尾鎮
274,23.709422,120.543615,<i class='fas fa-utensils'></i>,#198754,阿賜豬腳,&#127836; (1碗),豬腳飯＆梅干扣肉飯,台式,鍾愛銅板美食的貪吃鬼,640雲林縣斗六市公正街23號,05 533 5899,POINT (120.543615 23.709422),91,P01,10009010,雲林縣,斗六市,Douliu City,P,10009,雲林縣,斗六市
275,23.449792,120.433624,<i class='fas fa-utensils'></i>,#198754,六哥古早味烤玉米,&#127836; (1碗),烤玉米,台式,愛吃鬼芸芸,608嘉義縣水上鄉忠孝街248號,05 286 6367,POINT (120.433624 23.449792),15,Q13,10010120,嘉義縣,水上鄉,Shuishang Township,Q,10010,嘉義縣,水上鄉
276,23.480529,120.454336,<i class='fas fa-utensils'></i>,#198754,北回水晶餃,&#127836; (1碗),水晶餃,台式,廖小子,600嘉義市東區忠孝路166號,05 225 1387,POINT (120.454336 23.480529),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
277,23.47688,120.448884,<i class='fas fa-utensils'></i>,#198754,延平國華米糕（國華街無名米糕）,&#127836; (1碗),米糕,台式,沈方正,600嘉義市西區國華街96號,05 225 5740,POINT (120.448884 23.47688),269,I02,10020020,嘉義市,西區,West District,I,10020,嘉義市,西區
278,23.482855,120.445983,<i class='fas fa-utensils'></i>,#198754,阿進土產牛肉湯,&#127836; (1碗),牛肉湯（大）,台式,愛吃鬼芸芸,600嘉義市西區民生北路344號,05 223 7660,POINT (120.445983 23.482855),269,I02,10020020,嘉義市,西區,West District,I,10020,嘉義市,西區
279,23.472532,120.442622,<i class='fas fa-utensils'></i>,#198754,阿溪雞肉飯,&#127836; (1碗),雞片飯+荷包蛋,台式,廖小子,600嘉義市西區仁愛路356號,05 224 3177,POINT (120.442622 23.472532),269,I02,10020020,嘉義市,西區,West District,I,10020,嘉義市,西區
280,23.476891,120.453645,<i class='fas fa-utensils'></i>,#198754,阿樓師火雞肉飯,&#127836; (1碗),雞肉飯,台式,莫莉,600嘉義市東區吳鳳北路102號,05 228 2738,POINT (120.453645 23.476891),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
281,23.474566,120.451832,<i class='fas fa-utensils'></i>,#198754,黃記涼麵涼圓,&#127836; (1碗),涼麵與涼圓,台式,Hally Chen,600嘉義市東區興中街6號,05 224 0620,POINT (120.451832 23.474566),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
282,23.475712,120.458856,<i class='fas fa-utensils'></i>,#198754,源滷肉飯（菜鴨魯熟肉）,&#127836; (1碗),涼菜、魯熟肉,台式,楊馥如,600嘉義市東區朝陽街95號,05 278 9797,POINT (120.458856 23.475712),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
283,23.48026,120.449638,<i class='fas fa-utensils'></i>,#198754,葉記牛肉,&#127836; (1碗),清燉牛雜湯,台式,廖小子,600嘉義市東區文化路186號,05 227 4475,POINT (120.449638 23.48026),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
284,23.478925,120.449673,<i class='fas fa-utensils'></i>,#198754,嘉義市文化路碳烤三明治,&#127836; (1碗),烤肉+肉鬆,台式,愛吃鬼芸芸,600嘉義市西區中正路420號,0955 746 593,POINT (120.449673 23.478925),269,I02,10020020,嘉義市,西區,West District,I,10020,嘉義市,西區
285,23.475855,120.44644,<i class='fas fa-utensils'></i>,#198754,嘉義民族狀元糕,&#127836; (1碗),狀元糕,台式,廖小子,600嘉義市西區民族路590號,0988 763 632,POINT (120.44644 23.475855),269,I02,10020020,嘉義市,西區,West District,I,10020,嘉義市,西區
286,23.479934,120.454077,<i class='fas fa-utensils'></i>,#198754,劉里長雞肉飯,&#127836; (1碗),雞肉飯,台式,沈玉琳,600嘉義市東區公明路197號,05 222 7669,POINT (120.454077 23.479934),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
287,23.476777,120.451477,<i class='fas fa-utensils'></i>,#198754,德記小吃部,&#127836; (1碗),雞湯餛鈍,台式,廖小子,600嘉義市東區興中街81號,05 223 1678,POINT (120.451477 23.476777),268,I01,10020010,嘉義市,東區,East District,I,10020,嘉義市,東區
288,23.556254,120.430536,<i class='fas fa-utensils'></i>,#198754,錦源飲食攤,&#127836; (1碗),青蛙湯,台式,劉克襄,621嘉義縣民雄鄉中樂路民雄市場82攤位,0919 196 980,POINT (120.430536 23.556254),109,Q05,10010050,嘉義縣,民雄鄉,Minxiong Township,Q,10010,嘉義縣,民雄鄉
289,22.998348,120.196892,<i class='fas fa-utensils'></i>,#198754,鬍鬚忠牛肉湯,&#127836;&#127836; (2碗),花紋牛肉湯、蒜頭牛肉,台式,4foodie、Nick Wu吳盈憲,700台南市中西區民族路三段91號,,POINT (120.196892 22.998348),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
290,22.990469,120.196119,<i class='fas fa-utensils'></i>,#198754,阿明豬心冬粉,&#127836;&#127836; (2碗),豬心湯、麻油豬肝,台式,謝忠道、吳羽傑,700台南市中西區保安路72號,06 223 3741,POINT (120.196119 22.990469),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
291,22.942485,120.259184,<i class='fas fa-utensils'></i>,#198754,上崙早餐店,&#127836; (1碗),肉粿加蛋,台式,愛吃鬼芸芸,717台南市仁德區德崙路378號,0933 276 742,POINT (120.259184 22.942485),245,D32,67000270,臺南市,仁德區,Rende District,D,67000,臺南市,仁德區
292,22.984287,120.211057,<i class='fas fa-utensils'></i>,#198754,上富小吃店,&#127836; (1碗),爌肉飯,台式,王浩一,700台南市中西區大同路一段142號,,POINT (120.211057 22.984287),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
293,22.988687,120.195745,<i class='fas fa-utensils'></i>,#198754,下大道旗魚羹店,&#127836; (1碗),沙茶旗魚羹,台式,王浩一,700台南市中西區西門路一段703巷40號,06 223 6933,POINT (120.195745 22.988687),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
294,22.993123,120.221831,<i class='fas fa-utensils'></i>,#198754,小茂屋,&#127836; (1碗),鍋燒意麵,台式,吳庭安,701台南市東區長榮路三段40號,06 235 8162,POINT (120.221831 22.993123),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
295,22.989141,120.208084,<i class='fas fa-utensils'></i>,#198754,山記魚仔店,&#127836; (1碗),深海魚湯、手捲,台式,楊馥如,700台南市中西區府前路一段120號,06 211 0851,POINT (120.208084 22.989141),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
296,22.99652,120.198486,<i class='fas fa-utensils'></i>,#198754,水仙宮粽葉米糕,&#127836; (1碗),米糕,台式,葉怡蘭,700台南市中西區民權路三段44號,06 220 2407,POINT (120.198486 22.99652),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
297,22.991367,120.199761,<i class='fas fa-utensils'></i>,#198754,水仙宮鍋燒海鮮意麵,&#127836; (1碗),鍋燒海鮮雞絲麵,台式,吳羽傑,700台南市中西區友愛街115巷1號,,POINT (120.199761 22.991367),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
298,22.98789,120.214278,<i class='fas fa-utensils'></i>,#198754,台南陸橋沙茶意麵,&#127836; (1碗),沙茶意麵,台式,葉怡蘭,701台南市東區東門路一段120號,06 235 8996,POINT (120.214278 22.98789),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
299,22.999013,120.203669,<i class='fas fa-utensils'></i>,#198754,台南葡吉麵包店,&#127836; (1碗),羅宋,台式,陳亞蘭,704台南市北區成功路200號,06 226 3593,POINT (120.203669 22.999013),250,D04,67000340,臺南市,北區,North District,D,67000,臺南市,北區
300,22.996208,120.193258,<i class='fas fa-utensils'></i>,#198754,民生本產正牛肉湯,&#127836; (1碗),牛肉湯,台式,吳羽傑,700台南市中西區民生路二段235號,0939 739 030,POINT (120.193258 22.996208),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
301,22.995582,120.196215,<i class='fas fa-utensils'></i>,#198754,民生意麵魯味,&#127836; (1碗),乾麵,台式,廖乙哲,700台南市中西區民生路二段112號,,POINT (120.196215 22.995582),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
302,23.014311,120.192933,<i class='fas fa-utensils'></i>,#198754,永香鹽水雞（創始店）,&#127836; (1碗),鹽水雞,台式,廖乙哲,704台南市北區大港街21號,0937 745 092,POINT (120.192933 23.014311),250,D04,67000340,臺南市,北區,North District,D,67000,臺南市,北區
303,22.990001,120.206718,<i class='fas fa-utensils'></i>,#198754,永記虱目魚丸,&#127836; (1碗),綜合湯,台式,沈方正,700台南市中西區開山路82之1號,06 222 3325,POINT (120.206718 22.990001),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
304,22.997478,120.198978,<i class='fas fa-utensils'></i>,#198754,石精臼蚵仔煎,&#127836; (1碗),蚵仔煎,台式,黃婉玲,700台南市中西區國華街三段182號,06 223 5679,POINT (120.198978 22.997478),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
305,22.990774,120.193764,<i class='fas fa-utensils'></i>,#198754,吃麵吧,&#127836; (1碗),花椒牛頰清湯麵,台式,廖乙哲,700台南市中西區保安路159-1號,06 223 1665,POINT (120.193764 22.990774),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
306,23.189619,120.187959,<i class='fas fa-utensils'></i>,#198754,百年老店大腸粥,&#127836; (1碗),大腸粥,台式,王浩一,722台南市佳里區中央公路442之10號,0926 695 217,POINT (120.187959 23.189619),235,D20,67000120,臺南市,佳里區,Jiali District,D,67000,臺南市,佳里區
307,22.993587,120.206297,<i class='fas fa-utensils'></i>,#198754,竹記冬菜鴨,&#127836; (1碗),煙燻鴨肉及燙A菜,台式,廖乙哲,700台南市中西區中山路47號,06 222 7872,POINT (120.206297 22.993587),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
308,22.991551,120.210755,<i class='fas fa-utensils'></i>,#198754,老泰羊肉,&#127836; (1碗),豆乳雞,台式,吳羽傑,700台南市中西區青年路206號,06 226 2344,POINT (120.210755 22.991551),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
309,22.996751,120.202537,<i class='fas fa-utensils'></i>,#198754,呷霸白腹浮水魚羹,&#127836; (1碗),米粉炒+ 白腹魚羹,台式,吳羽傑,700台南市中西區民族路二段343號,06 223 3634,POINT (120.202537 22.996751),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
310,22.99122,120.199416,<i class='fas fa-utensils'></i>,#198754,夜。遊 焼き鳥 串燒酒場,&#127836; (1碗),雞翅,台式,Nick Wu吳盈憲,700台南市中西區友愛街117號57攤,,POINT (120.199416 22.99122),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
311,23.024067,120.309743,<i class='fas fa-utensils'></i>,#198754,姑姑的茶葉蛋（新化創始店）,&#127836; (1碗),辣味＆溏心蛋,台式,葉怡蘭,712台南市新化區復興路1巷18號,06 590 9971,POINT (120.309743 23.024067),238,D26,67000180,臺南市,新化區,Xinhua District,D,67000,臺南市,新化區
312,23.002746,120.192599,<i class='fas fa-utensils'></i>,#198754,府城黃家蝦捲,&#127836; (1碗),傳統蝦捲,台式,黃婉玲,700台南市中西區西和路268號,0900 642 600,POINT (120.192599 23.002746),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
313,23.007359,120.186522,<i class='fas fa-utensils'></i>,#198754,林家冷油雞冷醉雞,&#127836; (1碗),油雞,台式,楊馥如,704台南市北區和緯路四段426號,0983 835 719,POINT (120.186522 23.007359),250,D04,67000340,臺南市,北區,North District,D,67000,臺南市,北區
314,22.996019,120.202228,<i class='fas fa-utensils'></i>,#198754,武廟清蒸肉圓,&#127836; (1碗),清蒸肉圓,台式,王浩一,700台南市中西區永福路二段194號,06 222 9142,POINT (120.202228 22.996019),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
315,22.99724,120.201738,<i class='fas fa-utensils'></i>,#198754,虎頭風味小吃,&#127836; (1碗),棺材板,台式,黃婉玲,700台南市中西區民族路二段230號,06 222 3455,POINT (120.201738 22.99724),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
316,22.990206,120.196578,<i class='fas fa-utensils'></i>,#198754,阿村第二代牛肉湯,&#127836; (1碗),牛肉湯＋芥蘭炒牛肉,台式,吳庭安,700台南市中西區保安路41號,06 229 3908,POINT (120.196578 22.990206),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
317,22.991151,120.209966,<i class='fas fa-utensils'></i>,#198754,阿真春捲,&#127836; (1碗),翠綠春捲,台式,楊馥如,700台南市中西區青年路164巷26號,0919 787 822,POINT (120.209966 22.991151),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
318,22.989445,120.194075,<i class='fas fa-utensils'></i>,#198754,阿華粿舖,&#127836; (1碗),豆糬（綠豆麻糬）、雙糕潤,台式,王浩一,700台南市中西區郡西路35號2樓,0918 804 285,POINT (120.194075 22.989445),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
319,22.940426,120.261106,<i class='fas fa-utensils'></i>,#198754,阿裕牛肉涮涮鍋,&#127836; (1碗),溫體牛肉湯,台式,沈玉琳,717台南市仁德區崑崙路733-1號,06 279 5500,POINT (120.261106 22.940426),245,D32,67000270,臺南市,仁德區,Rende District,D,67000,臺南市,仁德區
320,22.982548,120.190538,<i class='fas fa-utensils'></i>,#198754,阿銘牛肉麵,&#127836; (1碗),牛肉麵,台式,江振誠,70262台南市南區健康路二段252巷17號,06 263 5523,POINT (120.190538 22.982548),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
321,23.004509,120.193788,<i class='fas fa-utensils'></i>,#198754,阿興虱目魚,&#127836; (1碗),蒜頭飯、魚皮魚丸湯,台式,謝維智,704台南市北區文賢路252號,06 350 4623,POINT (120.193788 23.004509),250,D04,67000340,臺南市,北區,North District,D,67000,臺南市,北區
322,22.990299,120.197216,<i class='fas fa-utensils'></i>,#198754,保安路米糕,&#127836; (1碗),米糕,台式,陳亞蘭,700台南市中西區保安路16號,06 224 8112,POINT (120.197216 22.990299),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
323,22.975525,120.219232,<i class='fas fa-utensils'></i>,#198754,炸雞洋行榮譽店,&#127836; (1碗),三兩腿＆馬鈴薯,台式,葉怡蘭,701台南市東區榮譽街146號,06 267 1734,POINT (120.219232 22.975525),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
324,22.991091,120.209959,<i class='fas fa-utensils'></i>,#198754,美鳳油飯,&#127836; (1碗),油飯,台式,陳亞蘭,700台南市中西區青年路164巷28號,06 226 4525,POINT (120.209959 22.991091),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
325,22.997125,120.203188,<i class='fas fa-utensils'></i>,#198754,島入冰店,&#127836; (1碗),獨門島入冰,台式,黃婉玲,700台南市中西區民族路二段208巷9號,,POINT (120.203188 22.997125),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
326,22.985089,120.189886,<i class='fas fa-utensils'></i>,#198754,馬沙鱔魚意麵,&#127836; (1碗),鱔魚意麵,台式,Hally Chen,702台南市南區文南路125號,06 264 7297,POINT (120.189886 22.985089),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
327,22.997382,120.201272,<i class='fas fa-utensils'></i>,#198754,馬來峰巴生肉骨茶,&#127836; (1碗),乾肉骨茶飯,台式,黃婉玲,700台南市中西區民族路二段250號,0937 696 249,POINT (120.201272 22.997382),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
328,22.997361,120.201336,<i class='fas fa-utensils'></i>,#198754,清子香腸熟肉,&#127836; (1碗),香腸熟肉,台式,黃婉玲,700台南市中西區民族路二段248號,06 220 6158,POINT (120.201336 22.997361),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
329,22.98965,120.190789,<i class='fas fa-utensils'></i>,#198754,許來福豆簽羹,&#127836; (1碗),豆簽羹,台式,楊馥如,700台南市中西區大勇街183巷3號,0983 092 112,POINT (120.190789 22.98965),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
330,22.991188,120.193561,<i class='fas fa-utensils'></i>,#198754,頂好意麵,&#127836; (1碗),麻醬麵,台式,吳羽傑,700台南市中西區府前路二段157號,06 226 4677,POINT (120.193561 22.991188),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
331,23.008237,120.22157,<i class='fas fa-utensils'></i>,#198754,開元路無名虱目魚 ‧ 肉燥飯,&#127836; (1碗),肉燥飯（雙倍肉燥）,台式,吳羽傑,704台南市北區開元路313號,06 237 3556,POINT (120.22157 23.008237),250,D04,67000340,臺南市,北區,North District,D,67000,臺南市,北區
332,22.97617,120.221724,<i class='fas fa-utensils'></i>,#198754,黃家豬心,&#127836; (1碗),各式內臟料理,台式,葉怡蘭,70147台南市東區崇明路303號,06 268 4426,POINT (120.221724 22.97617),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
333,22.988798,120.20902,<i class='fas fa-utensils'></i>,#198754,黃婉玲烹飪教室,&#127836; (1碗),鮑魚干貝雞粥,台式,陳志煌,700台南市中西區府前路一段99號,06 202 0968,POINT (120.20902 22.988798),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
334,22.991074,120.196967,<i class='fas fa-utensils'></i>,#198754,葉家小卷米粉,&#127836; (1碗),小卷米粉,台式,吳羽傑,700台南市中西區國華街二段142號,06 222 6142,POINT (120.196967 22.991074),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
335,23.037897,120.305068,<i class='fas fa-utensils'></i>,#198754,葉麥克炸雞,&#127836; (1碗),雞塊,台式,徐天麟,台南市新化區忠孝路115號附近,0953 477 901,POINT (120.305068 23.037897),238,D26,67000180,臺南市,新化區,Xinhua District,D,67000,臺南市,新化區
336,22.979292,120.1916,<i class='fas fa-utensils'></i>,#198754,牛哞王溫體牛肉湯,&#127836; (1碗),牛肉肉臊飯,台式,黃婉玲,台南市南區金華路二段152號,0955 609 536,POINT (120.1916 22.979292),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
337,22.997298,120.201546,<i class='fas fa-utensils'></i>,#198754,福泰飯桌,&#127836; (1碗),三鮮冬粉湯,台式,黃婉玲,700台南市中西區民族路二段240號,06 228 6833,POINT (120.201546 22.997298),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
338,22.97937,120.197412,<i class='fas fa-utensils'></i>,#198754,趙家燒餅,&#127836; (1碗),缸爐燒餅,台式,王浩一,702台南市南區西門路一段387號,06 265 6670,POINT (120.197412 22.97937),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
339,22.999345,120.194699,<i class='fas fa-utensils'></i>,#198754,鳳姐鴨肉飯,&#127836; (1碗),鴨腿飯,台式,陳亞蘭,700台南市中西區民族路三段190號,06 223 7129,POINT (120.194699 22.999345),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
340,22.988443,120.234189,<i class='fas fa-utensils'></i>,#198754,億哥牛肉湯後甲店,&#127836; (1碗),雪花牛肉湯,台式,婁峻碩,701台南市東區裕農路574號,06 260 2990,POINT (120.234189 22.988443),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
341,22.990252,120.211626,<i class='fas fa-utensils'></i>,#198754,劉家楊桃湯,&#127836; (1碗),楊桃湯,台式,黃婉玲,722台南市東區北門路一段36號,06 225 1887,POINT (120.211626 22.990252),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
342,22.999586,120.201024,<i class='fas fa-utensils'></i>,#198754,劉家粽子,&#127836; (1碗),粽子,台式,陳亞蘭,700台南市中西區西門路二段439號,06 225 1514,POINT (120.201024 22.999586),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
343,22.985658,120.216814,<i class='fas fa-utensils'></i>,#198754,廟口清燉牛肉麵,&#127836; (1碗),清燉牛腩湯,台式,楊馥如,701台南市東區光華街153號,06 209 6720,POINT (120.216814 22.985658),282,D01,67000320,臺南市,東區,East District,D,67000,臺南市,東區
344,22.975,120.196286,<i class='fas fa-utensils'></i>,#198754,蔡家豆漿,&#127836; (1碗),燒餅配豆漿,台式,楊馥如,702台南市南區大成路二段50號,06 261 1499,POINT (120.196286 22.975),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
345,23.000065,120.153727,<i class='fas fa-utensils'></i>,#198754,養蚵世家,&#127836; (1碗),麻油蚵仔炒麵線,台式,謝忠道,708台南市安平區安北路417號,06 391 0712,POINT (120.153727 23.000065),283,D07,67000360,臺南市,安平區,Anping District,D,67000,臺南市,安平區
346,23.233365,120.181036,<i class='fas fa-utensils'></i>,#198754,學甲雞肉焿米糕,&#127836; (1碗),雞肉羹、雞肉米糕,台式,王浩一,726台南市學甲區成功路38號,0972 315 256,POINT (120.181036 23.233365),236,D25,67000130,臺南市,學甲區,Xuejia District,D,67000,臺南市,學甲區
347,22.997286,120.201583,<i class='fas fa-utensils'></i>,#198754,謝家八寶冰,&#127836; (1碗),八寶冰,台式,黃婉玲,700台南市中西區民族路二段238號,,POINT (120.201583 22.997286),284,D08,67000370,臺南市,中西區,West Central District,D,67000,臺南市,中西區
348,22.975378,120.211159,<i class='fas fa-utensils'></i>,#198754,體育場阿輝黑輪,&#127836; (1碗),大腸、香腸、黑輪、花枝丸,台式,徐天麟,702台南市南區大林路121號,0921 216 792,POINT (120.211159 22.975378),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
349,22.977041,120.207411,<i class='fas fa-utensils'></i>,#198754,體育場樺哥土產牛肉湯,&#127836; (1碗),高麗菜炒牛隨（辣）,台式,廖乙哲,702台南市南區體育路89號,0933 349 393,POINT (120.207411 22.977041),281,D02,67000330,臺南市,南區,South District,D,67000,臺南市,南區
350,22.629094,120.299662,<i class='fas fa-utensils'></i>,#198754,小暫渡米糕四神湯,&#127836; (1碗),米糕,台式,吳寶春,801高雄市前金區自立二路19號,07 282 5088,POINT (120.299662 22.629094),156,E07,64000070,高雄市,前金區,Qianjin District,E,64000,高雄市,前金區
351,22.627214,120.295439,<i class='fas fa-utensils'></i>,#198754,前金肉燥飯,&#127836;&#127836;&#127836; (3碗),肉燥飯、魚鬆肉燥飯,台式,4foodie、徐天麟、郭銘哲,801高雄市前金區大同二路26號,07 272 7263,POINT (120.295439 22.627214),156,E07,64000070,高雄市,前金區,Qianjin District,E,64000,高雄市,前金區
352,22.645047,120.312567,<i class='fas fa-utensils'></i>,#198754,新大港大腸香腸,&#127836;&#127836; (2碗),大腸包小腸、炭烤香腸,台式,洪子仁、馬世芳,807高雄市三民區十全一路52號,07 322 2711,POINT (120.312567 22.645047),313,E05,64000050,高雄市,三民區,Sanmin District,E,64000,高雄市,三民區
353,22.633037,120.294832,<i class='fas fa-utensils'></i>,#198754,七賢鴨肉飯,&#127836; (1碗),鴨肉飯,台式,莫莉,801高雄市前金區七賢二路220號,07 287 4562,POINT (120.294832 22.633037),156,E07,64000070,高雄市,前金區,Qianjin District,E,64000,高雄市,前金區
354,22.625873,120.281215,<i class='fas fa-utensils'></i>,#198754,大胖豬油拌麵,&#127836; (1碗),豬油乾麵,台式,陳陸寬,803高雄市鹽埕區新樂街229號,0958 128 881,POINT (120.281215 22.625873),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
355,22.626034,120.282621,<i class='fas fa-utensils'></i>,#198754,大溝頂虱目魚米粉湯,&#127836; (1碗),綜合虱目魚湯,台式,吳寶春,803高雄市鹽埕區新樂街198-38號,07 521 4919,POINT (120.282621 22.626034),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
356,22.632036,120.317957,<i class='fas fa-utensils'></i>,#198754,小林雞肉飯,&#127836; (1碗),雞肉飯+煎魚腸,台式,廖小子,802高雄市苓雅區六合路47號,07 224 7934,POINT (120.317957 22.632036),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
357,22.626068,120.284258,<i class='fas fa-utensils'></i>,#198754,尤媽媽 肉圓 燒賣 碗粿,&#127836; (1碗),清蒸肉圓,台式,迪拉,803高雄市鹽埕區鹽埕街57號,07 531 4668,POINT (120.284258 22.626068),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
358,22.71326,120.290556,<i class='fas fa-utensils'></i>,#198754,仙女鮮魚湯,&#127836; (1碗),鮮魚湯,台式,郭銘哲,811高雄市楠梓區軍校路1013號,07 361 6548,POINT (120.290556 22.71326),186,E04,64000040,高雄市,楠梓區,Nanzi District,E,64000,高雄市,楠梓區
359,22.627197,120.282894,<i class='fas fa-utensils'></i>,#198754,冬粉王,&#127836; (1碗),鴨肉冬粉湯,台式,陳陸寬,803高雄市鹽埕區七賢三路168號,07 551 4349,POINT (120.282894 22.627197),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
360,22.631933,120.285051,<i class='fas fa-utensils'></i>,#198754,北港蔡三代筒仔米糕,&#127836; (1碗),蒸蛋湯,台式,江振誠,803高雄市鹽埕區河西路167號,07 551 7443,POINT (120.285051 22.631933),154,E01,64000010,高雄市,鹽埕區,Yancheng District,E,64000,高雄市,鹽埕區
361,22.630239,120.293937,<i class='fas fa-utensils'></i>,#198754,台南旺海鮮料理餐廳,&#127836; (1碗),貢丸湯,台式,吳寶春,801高雄市前金區六合二路187號,07 272 0999,POINT (120.293937 22.630239),156,E07,64000070,高雄市,前金區,Qianjin District,E,64000,高雄市,前金區
362,22.61417,120.2995,<i class='fas fa-utensils'></i>,#198754,正牌白糖粿,&#127836; (1碗),白糖粿,台式,陳亞蘭,802高雄市苓雅區自強三路41號,0958 226 729,POINT (120.2995 22.61417),312,E08,64000080,高雄市,苓雅區,Lingya District,E,64000,高雄市,苓雅區
363,22.630025,120.312739,<i class='fas fa-utensils'></i>,#198754,名家汕頭沙茶火鍋,&#127836; (1碗),火鍋,台式,婁峻碩,800高雄市新興區渤海街4號,07 226 7230,POINT (120.312739 22.630025),155,E06,64000060,高雄市,新興區,Xinxing District,E,64000,高雄市,新興區
364,22.698889,120.348799,<i class='fas fa-utensils'></i>,#198754,江西傳藝風味外省麵,&#127836; (1碗),豬肉乾麵,台式,郭銘哲,814高雄市仁武區中華路91號,07 372 0131,POINT (120.348799 22.698889),191,E17,64000170,高雄市,仁武區,Renwu District,E,64000,高雄市,仁武區
